"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"58526","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","10/30/2024","7000","AD BUY","Business (For-Profit and Non-Profit entities)","CLARK CREATIVE GROUP","","","","514 SOUTH 13TH STREET, SUITE 100","","OMAHA","NE","68102","01/13/2025","","","","Y","","",""
"58659","7400","Ballot Question Committee","NMM","","In-Kind Contribution (Exp)","Other","10/30/2024","9720","PRINTING","Business (For-Profit and Non-Profit entities)","SECOND HOUSE COLLABORATIVE","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/14/2025","","","","Y","","",""
"58660","7400","Ballot Question Committee","NMM","","In-Kind Contribution (Exp)","Other","10/30/2024","-9720","Offset due to update of filed item","Business (For-Profit and Non-Profit entities)","SECOND HOUSE COLLABORATIVE","","","","2240 CALVERT STREET","","LINCOLN","NE","68502","01/14/2025","","","","N","","",""
"58662","8927","Candidate Committee","DENNIS FUJAN FOR LEGISLATURE","DENNIS FUJAN","Campaign Expense","Unknown","10/30/2024","1064.36","POSTAGE","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/10/2025","","","","N","","",""
"58663","8927","Candidate Committee","DENNIS FUJAN FOR LEGISLATURE","DENNIS FUJAN","Campaign Expense","Unknown","10/30/2024","1326.03","SAUNDERS COUNTY POSTCARD","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/10/2025","","","","N","","",""
"58668","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","In-Kind Contribution (Exp)","Other","10/30/2024","7000","AD BUY - CLARK CREATIVE GROUP","Business (For-Profit and Non-Profit entities)","WOMEN'S FUND OF OMAHA","","","","1111 NORTH 13TH STREET, SUITE 106","","OMAHA","NE","68102","01/13/2025","","","","N","","",""
"58750","7570","Candidate Committee","CHRISTA YOAKUM FOR COUNTY COMMISSION","CHRISTA YOAKUM","Campaign Expense","Unknown","10/30/2024","2000","DIGITAL AD PLACEMENT","Business (For-Profit and Non-Profit entities)","FOUNDATION BLUE MEDIA","","","","57 MANCHESTER STREET","","WEYMOUTH","MA","02190","01/05/2025","","","","N","","",""
"58770","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","TIM SCHRAM","NEBRASKA - PUBLIC SERVICE COMMISSION - 3","N","","",""
"58771","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","LINDA VERMOOTEN","NEBRASKA - STATE BOARD OF EDUCATION - 2","N","","",""
"58772","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","TODD A WEST","SARPY - COUNTY PUBLIC DEFENDER","N","","",""
"58773","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","FRED UHE","METROPOLITAN COMMUNITY COLLEGE - BOARD OF GOVERNORS - 5","N","","",""
"58774","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","MICHAEL ELKINS","DOUGLAS-SARPY LEARNING COMMUNITY - COORDINATING COUNCIL - 6","N","","",""
"58775","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","ROBERT SCHAFER","NEBRASKA - BOARD OF REGENTS - University of Nebraska - 5","N","","",""
"58776","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","PHIL DAVIDSON","PAPIO MISSOURI RIVER NATURAL RESOURCES DISTRICT - BOARD OF DIRECTORS - 11","N","","",""
"58777","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","BOB ANDERSEN","NEBRASKA - STATE LEGISLATURE - 49","N","","",""
"58778","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","RITA SANDERS","NEBRASKA - STATE LEGISLATURE - 45","N","","",""
"58779","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","BENJAMIN FELIX UNGERMAN","NEBRASKA - STATE LEGISLATURE - 3","N","","",""
"58780","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","ANGELA BURMEISTER","SARPY - COUNTY COMMISSIONER - 3","N","","",""
"58781","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","DONALD KELLY","SARPY - COUNTY COMMISSIONER - 1","N","","",""
"58782","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","GARY MIXAN","SARPY - COUNTY COMMISSIONER - 4","N","","",""
"58783","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","FRED TAFOYA","PAPILLION-LA VISTA PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58784","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","MIKE EVANS","GRETNA - MAYOR","N","","",""
"58785","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","DOUGLAS KINDIG","LA VISTA - MAYOR","N","","",""
"58786","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","EDWARD WENIGER","PAPILLION-LA VISTA PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58787","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","PAT BECKHAM","BELLEVUE PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58788","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","DICKEE JOST","BELLEVUE PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58789","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","SPENCER D LOMBARDO","GRETNA PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58790","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","JUSTIN CURTIS","MILLARD PUBLIC SCHOOLS - BOARD OF EDUCATION","N","","",""
"58791","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","CHRISTOPHER ALLEN HARGIS","SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS - BOARD OF EDUCATION","N","","",""
"58792","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","PATRICK BONNETT","PAPIO MISSOURI RIVER NATURAL RESOURCES DISTRICT - BOARD OF DIRECTORS - 9","N","","",""
"58793","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","HERB EVERS","BELLEVUE - CITY COUNCIL - 1","N","","",""
"58794","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","KYLE RHONE","BELLEVUE - CITY COUNCIL - 3","N","","",""
"58795","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXT MESSAGES TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","KATHY WELCH","BELLEVUE - CITY COUNCIL - 3","N","","",""
"58816","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","LAUREN LIEBENTRITT","GRETNA - CITY COUNCIL - 1","N","","",""
"58817","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","RONALD SHEEHAN","LA VISTA - CITY COUNCIL","N","","",""
"58818","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","DEB HALE","LA VISTA - CITY COUNCIL","N","","",""
"58819","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","JIM FREDERICK","LA VISTA - CITY COUNCIL","N","","",""
"58820","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","JAMES GLOVER","PAPILLION - CITY COUNCIL - 1","N","","",""
"58821","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","JASON GAINES","PAPILLION - CITY COUNCIL - 2","N","","",""
"58822","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","LU ANN KLUCH","PAPILLION - CITY COUNCIL - 3","N","","",""
"58823","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","BOB STUBBE","PAPILLION - CITY COUNCIL - 4","N","","",""
"58824","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","MICHAEL NEITZEL","SPRINGFILED - CITY COUNCIL","N","","",""
"58825","7810","Political Party Committee","SARPY COUNTY REPUBLICAN PARTY","","Independent Expenditure","Unknown","10/30/2024","6.05","TEXTS TO VOTERS WITH LINK TO SLATE CARD AND ASKING THEM TO VOTE.","Business (For-Profit and Non-Profit entities)","EZ POLITIX LLC","","","","7302 N 154TH AVE","","BENNINGTON","NE","68007","01/01/2025","SUPPORT","DAN CRANEY","SPRINGFILED - CITY COUNCIL","N","","",""
"59646","9638","Candidate Committee","BRIAN HOFFMAN FOR HASTINGS CITY COUNCIL","BRIAN HOFFMAN","Campaign Expense","Unknown","10/30/2024","1008","AD IN HASTINGS TRIBUNE FOR NOV 1 AND NOV 2. PAID UP FRONT BY BRIAN HOFFMAN TO BE REIMBURSED BY CONSERVATION PAC.","Business (For-Profit and Non-Profit entities)","HASTINGS TRIBUNE, THE","","","","908 W 2ND STREET","","HASTINGS","NE","68901","01/09/2025","","","","N","","",""
"59863","9592","Candidate Committee","MATT WELLS FOR CNPPID","MATT WELLS","Campaign Expense","Unknown","10/30/2024","1992.32","PRINTING AND MAILING A LETTER TO KEARNEY COUNTY VOTERS","Business (For-Profit and Non-Profit entities)","MIDWEST CONNECT","","","","2501 30TH AVE","","KEARNEY","NE","68845","01/13/2025","","","","N","","",""
"60371","9238","Candidate Committee","TANGWALL CAMPAIGN","DONALD TANGWALL","Campaign Expense","Unknown","10/30/2024","38.71","CAMPAIGN MEALS","Business (For-Profit and Non-Profit entities)","BIG JOHNS RESTAURANT","","","","1110 EAST 4TH","","AINSWORTH","NE","69210","01/08/2025","","","","N","","",""
"60379","8410","PAC-Independent","CAMPAIGN FOR A HEALTHY NEBRASKA","","Administrative Expenses","Unknown","10/30/2024","29.8","ONLINE PROCESSING FEE","Business (For-Profit and Non-Profit entities)","STRIPE","","","","510 TOWNSEND ST","","SAN FRANCISCO","CA","94103","01/13/2025","","","","N","","",""
"60491","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","1233","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","ALPHA MEDIA","","","","3800 CORNHUSKER HWY","","LINCOLN","NE","68504","01/13/2025","","","","N","","",""
"60493","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","BASIS GLOBAL","","","","PO BOX 7410977","","CHICAGO","IL","60674","01/13/2025","","","","N","","",""
"60494","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","BROADCAST HOUSE","","","","4343 O ST","","LINCOLN","NE","68510","01/13/2025","","","","N","","",""
"60495","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","COX MEDIA","","","","401 N 117TH STREET","","OMAHA","NE","68154","01/13/2025","","","","N","","",""
"60496","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","822","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","FLOOD COMMUNICATIONS","","","","11128 JOHN GALT BLVD","STE 025","OMAHA","NE","68137","01/13/2025","","","","N","","",""
"60497","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","822","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","IHEART","","","","PO BOX 419499","","BOSTON","MA","02241","01/13/2025","","","","N","","",""
"60498","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","KKJK-FM","","","","3205 WEST NORTH FRONT STREET","","GRAND ISLAND","NE","68803","01/13/2025","","","","N","","",""
"60499","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","KRGI","","","","3205 W. NORTH FRONT ST.","","GRAND ISLAND","NE","68803","01/13/2025","","","","N","","",""
"60500","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","KRNY FM","","","","2223 CENTRAL AVE","","KEARNEY","NE","68847","01/13/2025","","","","N","","",""
"60501","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","KSYZ-FM","","","","3532 W. CAPITOL AVENUE","","GRAND ISLAND","NE","68803","01/13/2025","","","","N","","",""
"60502","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","411","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","MAGNITE","","","","PO BOX 2315","","CAROL STREAM","IL","60132","01/13/2025","","","","N","","",""
"60503","8934","Ballot Question Committee","NEBRASKANS FOR PAID SICK LEAVE","","Third Party Expenditure","Third Party Expenditure","10/30/2024","822","CTV- ALPHA MEDIA (KFRX, KLMS, KZKX), BASIS GLOBAL, BROADCAST HOUSE (KFGE), COX MEDIA, FLOOD COMM (KBBX, TELEMUNDO), IHEART (KGOR, KXKT), KKJK-FM, KRGI","Business (For-Profit and Non-Profit entities)","SUMMIT MEDIA","","","","10714 MOCKINGBIRD DRIVE","","OMAHA","NE","68127","01/13/2025","","","","N","","",""
"60712","9660","Candidate Committee","RAMES 4 LENRD","STEVEN RAMES","Campaign Expense","Unknown","10/30/2024","990","KTCH RADIO ADS","Business (For-Profit and Non-Profit entities)","WAYNE RADIO WORKS, LLC","","","","PO BOX 413","","WAYNE","NE","68787","01/01/2025","","","","N","","",""
"61366","7571","Candidate Committee","JIM BEGLEY FOR MUD BOARD","JIM BEGLEY","Campaign Expense","Unknown","10/30/2024","-1000","Offset due to update of filed item","Candidate Committee","DANNY BEGLEY FOR OMAHA","","","","4839 PACIFIC STREET","","OMAHA","NE","68106","01/06/2025","","","","N","","",""
"61367","7571","Candidate Committee","JIM BEGLEY FOR MUD BOARD","JIM BEGLEY","Campaign Expense","Unknown","10/30/2024","1000","PURCHASED TICKET TO FUNDRAISER.","Candidate Committee","DANNY BEGLEY FOR OMAHA","","","","4839 PACIFIC STREET","","OMAHA","NE","68106","01/06/2025","","","","N","","",""
